Creditor Name,Reasons for payment or transfer,Dates of Payments,Total,Address,Page Number
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/14/2022,"$1,338.04",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/17/2022,"$4,257.42",Address on File,76
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/21/2022,"$10,040.00",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,8/31/2022,"$12,466.31",Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/12/2022,"$10,000.00",Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$10,000.00",Address on File,76
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/12/2022,"$20,000.00",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,"$4,975.83",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/21/2022,"$2,333.07",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$5,085.82",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$1,838.55",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,8/30/2022,"$5,898.24",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$12,154.69",Address on File,76
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/29/2022,"$10,000.00",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$59,337.89",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$6,679.33",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$10,858.22",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/2/2022,"$3,083.19",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$50,153.60",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/26/2022,$406.10,Address on File,76
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/8/2022,"$10,000.00",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/8/2022,"$7,525.44",Address on File,76
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/31/2022,$502.58,Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,$23.53,Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/26/2022,"$20,257.88",Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/1/2022,$0.83,Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$470,000.00",Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$30,000.00",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/13/2022,"$4,714.19",Address on File,76
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/26/2022,"$10,000.00",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/1/2022,"$21,716.44",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/3/2022,"$446,512.29",Address on File,76
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/20/2022,"$1,151.32",Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/10/2022,"$3,241.26",Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/10/2022,$471.35,Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/15/2022,"$4,051.58",Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/19/2022,"$4,051.58",Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/29/2022,$340.46,Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/29/2022,$32.44,Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,8/31/2022,"$42,145.13",Address on File,76
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,8/31/2022,"$3,000.00",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,8/31/2022,"$42,145.13",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,8/31/2022,"$213,678.07",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,$94.24,Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$2,127.68",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,$237.58,Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,$237.58,Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$9,599.75",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$18,911.63",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$15,877.25",Address on File,77
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/20/2022,"$31,700.00",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/29/2022,"$1,000.00",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/7/2022,"$1,000.00",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/8/2022,"$1,000.00",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/21/2022,"$1,000.00",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/30/2022,$500.00,Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/1/2022,$400.00,Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/2/2022,"$4,500.00",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$1,000.00",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$347,265.73",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$20,138.01",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,$0.00,Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,$0.01,Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$20,138.21",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$4,998.86",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$20,143.18",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/14/2022,$663.82,Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/11/2022,"$91,272.90",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$25,768.02",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/22/2022,"$18,687.51",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/14/2022,"$46,884.66",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/24/2022,"$1,245.18",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/18/2022,"$5,881.66",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/19/2022,"$11,672.40",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/13/2022,"$16,244.60",Address on File,77
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,$884.00,Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/4/2022,"$13,813.05",Address on File,77
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/13/2022,"$9,994.90",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$55,743.74",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/24/2022,"$25,786.07",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/24/2022,"$35,167.67",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/3/2022,"$7,578.73",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$10,456.75",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$10,646.30",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/15/2022,"$2,072.79",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/17/2022,"$2,751.83",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/16/2022,"$6,355.86",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$125,140.98",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/19/2022,$672.64,Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/3/2022,$583.62,Address on File,77
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/5/2022,"$1,515.55",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$10,946.80",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$1,494.06",Address on File,77
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,$528.81,Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/20/2022,"$2,349.91",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/20/2022,"$3,513.73",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/12/2022,"$1,948.68",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$51,865.13",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$4,597.99",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/6/2022,"$7,294.68",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$16,206.30",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/15/2022,"$27,874.84",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,$721.20,Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$24,509.47",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$39,616.13",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/3/2022,$476.85,Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/3/2022,$540.47,Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,$520.49,Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$10,000.00",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/20/2022,"$18,475.18",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$14,815.81",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/4/2022,"$49,471.49",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$1,990.36",Address on File,78
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/26/2022,"$85,000.00",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/19/2022,"$6,923.07",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$4,600.86",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$5,070.71",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/12/2022,$112.83,Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/14/2022,"$436,985.19",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$32,412.60",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$129,650.40",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,"$1,227.27",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/28/2022,"$20,111.40",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,"$14,938.97",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/12/2022,"$4,078.65",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/12/2022,"$3,772.25",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/2/2022,"$17,202.89",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/10/2022,"$50,000.00",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/10/2022,"$50,000.00",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/10/2022,"$50,000.00",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/10/2022,"$50,000.00",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$30,370.13",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$30,555.92",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$200,000.55",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$30,593.00",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$30,216.99",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$266,415.44",Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,$16.93,Address on File,78
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$49,614.34",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,"$23,140.12",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,"$4,537.76",Address on File,78
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/13/2022,"$3,249.05",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/30/2022,$5.32,Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/7/2022,"$162,063.00",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$6,482.52",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$155,580.48",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/10/2022,$49.23,Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/20/2022,"$25,000.01",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,$387.95,Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$77,000.01",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,$0.01,Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$500,001.01",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/19/2022,"$80,000.00",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/6/2022,"$30,234.73",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/6/2022,"$20,167.21",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/6/2022,"$61,478.02",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$23,523.90",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$45,280.46",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$63,235.14",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$57,619.90",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/1/2022,$303.83,Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/29/2022,"$9,278.98",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/15/2022,"$116,724.00",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/28/2022,"$116,724.00",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$4,051.43",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$3,517.37",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/13/2022,$600.63,Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/2/2022,$206.46,Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$5,695.99",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/28/2022,"$9,686.44",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/22/2022,"$8,768.06",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/23/2022,"$35,952.91",Address on File,79
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/6/2022,"$25,000.00",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,"$11,222.84",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,8/30/2022,"$50,000.00",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/1/2022,"$10,000.00",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/8/2022,"$60,000.00",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$50,000.00",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/10/2022,"$51,895.85",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/4/2022,"$2,410.93",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/2/2022,"$2,237.91",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$8,707.61",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/6/2022,"$9,820.43",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/6/2022,"$5,000.45",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/6/2022,"$7,480.05",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/8/2022,"$4,427.37",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$107,609.83",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$55,425.55",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,$713.05,Address on File,79
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/6/2022,"$10,277.30",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,"$14,731.46",Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$16,368.36",Address on File,79
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/30/2022,$1.98,Address on File,79
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/19/2022,"$2,831.05",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/13/2022,"$1,353.78",Address on File,80
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/7/2022,"$30,000.00",Address on File,80
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,8/31/2022,"$838,724.68",Address on File,80
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/1/2022,"$35,072.08",Address on File,80
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,10/10/2022,"$15,633.26",Address on File,80
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/2/2022,"$41,667.73",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/7/2022,"$23,762.95",Address on File,80
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/21/2022,"$12,000.00",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/18/2022,"$5,741.20",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$7,061.77",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,"$6,322.85",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/7/2022,"$3,846.25",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$7,833.53",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$28,413.30",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/9/2022,"$75,359.30",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/29/2022,"$40,896.77",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/25/2022,"$6,104.81",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/12/2022,"$6,625.23",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/21/2022,$179.41,Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/28/2022,$237.84,Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/20/2022,"$1,296.50",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,$587.19,Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/12/2022,$846.86,Address on File,80
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,11/2/2022,$607.36,Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/17/2022,$88.53,Address on File,80
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/13/2022,"$25,000.00",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/20/2022,$501.54,Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/27/2022,"$10,446.95",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$5,180.62",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$2,691.07",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/24/2022,$614.30,Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/27/2022,"$22,688.82",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,"$90,619.12",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/6/2022,"$13,774.92",Address on File,80
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/9/2022,"$10,000.00",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/15/2022,"$6,971.63",Address on File,80
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/14/2022,"$21,118.56",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/14/2022,$162.06,Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,8/30/2022,"$2,566.50",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/10/2022,"$14,930.19",Address on File,80
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/13/2022,"$33,394.89",Address on File,80
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$5,000.00",Address on File,81
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$495,285.35",Address on File,81
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$11,672.40",Address on File,81
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$630,309.60",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/9/2022,"$74,934.71",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/9/2022,"$25,213.97",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/28/2022,"$5,522.06",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,8/30/2022,"$25,689.36",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/28/2022,$314.12,Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/7/2022,"$34,518.02",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/19/2022,"$1,341.26",Address on File,81
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/19/2022,"$1,402.66",Address on File,81
